"ISCED97","GEO","AGE","SEX","WSTATUS","UNIT","TIME","Value","Flag and Footnotes"
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE24","Total","Total","Employed persons","Number","2011","6,244",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE25","Total","Total","Employed persons","Number","2011","1,597",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE3","Total","Total","Employed persons","Number","2011","8,489",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE31","Total","Total","Employed persons","Number","2011","2,380",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE32","Total","Total","Employed persons","Number","2011","1,840",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE33","Total","Total","Employed persons","Number","2011","2,420",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE34","Total","Total","Employed persons","Number","2011","376",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BE35","Total","Total","Employed persons","Number","2011","1,473",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BEZ","Total","Total","Employed persons","Number","2011","0",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BEZZ","Total","Total","Employed persons","Number","2011","0",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BG","Total","Total","Employed persons","Number","2011","19,451",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BG3","Total","Total","Employed persons","Number","2011","4,646",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BG31","Total","Total","Employed persons","Number","2011","570",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BG32","Total","Total","Employed persons","Number","2011","1,340",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BG33","Total","Total","Employed persons","Number","2011","1,655",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BG34","Total","Total","Employed persons","Number","2011","1,081",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BG4","Total","Total","Employed persons","Number","2011","14,805",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BG41","Total","Total","Employed persons","Number","2011","12,921",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BG42","Total","Total","Employed persons","Number","2011","1,884",""
"Second stage of tertiary education leading to an advanced research qualification (level 6)","BGZ","Total","Total","Employed persons","Number","2011","0",""
