TIME,GEO,UNIT,Value,Flag and Footnotes
2017,DK02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,DK03,Percentage,:,
2017,DK03,Percentage of total population aged less than 60,10.8,
2017,DK03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,DK03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,DK04,Percentage,:,
2017,DK04,Percentage of total population aged less than 60,9.6,
2017,DK04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,DK04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,DK05,Percentage,:,
2017,DK05,Percentage of total population aged less than 60,9.6,
2017,DK05,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,DK05,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,DE,Percentage,:,
2017,DE,Percentage of total population aged less than 60,8.7,
2017,DE,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,DE,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EE,Percentage,:,
2017,EE,Percentage of total population aged less than 60,5.8,
2017,EE,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EE,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,IE,Percentage,:,
2017,IE,Percentage of total population aged less than 60,16.2,
2017,IE,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,IE,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,IE04,Percentage,:,
2017,IE04,Percentage of total population aged less than 60,16.3,
2017,IE04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,IE04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,IE05,Percentage,:,
2017,IE05,Percentage of total population aged less than 60,15.7,
2017,IE05,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,IE05,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,IE06,Percentage,:,
2017,IE06,Percentage of total population aged less than 60,16.4,
2017,IE06,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,IE06,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,IE01,Percentage,:,
2017,IE01,Percentage of total population aged less than 60,:,
2017,IE01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,IE01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,IE02,Percentage,:,
2017,IE02,Percentage of total population aged less than 60,:,
2017,IE02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,IE02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL,Percentage,:,
2017,EL,Percentage of total population aged less than 60,15.6,
2017,EL,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL5,Percentage,:,
2017,EL5,Percentage of total population aged less than 60,16.6,
2017,EL5,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL5,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL51,Percentage,:,
2017,EL51,Percentage of total population aged less than 60,:,
2017,EL51,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL51,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL52,Percentage,:,
2017,EL52,Percentage of total population aged less than 60,:,
2017,EL52,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL52,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL53,Percentage,:,
2017,EL53,Percentage of total population aged less than 60,:,
2017,EL53,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL53,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL54,Percentage,:,
2017,EL54,Percentage of total population aged less than 60,:,
2017,EL54,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL54,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL6,Percentage,:,
2017,EL6,Percentage of total population aged less than 60,16,
2017,EL6,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL6,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL61,Percentage,:,
2017,EL61,Percentage of total population aged less than 60,:,
2017,EL61,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL61,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL62,Percentage,:,
2017,EL62,Percentage of total population aged less than 60,:,
2017,EL62,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL62,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL63,Percentage,:,
2017,EL63,Percentage of total population aged less than 60,:,
2017,EL63,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL63,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL64,Percentage,:,
2017,EL64,Percentage of total population aged less than 60,:,
2017,EL64,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL64,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL65,Percentage,:,
2017,EL65,Percentage of total population aged less than 60,:,
2017,EL65,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL65,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL3,Percentage,:,
2017,EL3,Percentage of total population aged less than 60,15.5,
2017,EL3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL30,Percentage,:,
2017,EL30,Percentage of total population aged less than 60,:,
2017,EL30,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL30,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL4,Percentage,:,
2017,EL4,Percentage of total population aged less than 60,12.9,
2017,EL4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL41,Percentage,:,
2017,EL41,Percentage of total population aged less than 60,:,
2017,EL41,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL41,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL42,Percentage,:,
2017,EL42,Percentage of total population aged less than 60,:,
2017,EL42,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL42,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,EL43,Percentage,:,
2017,EL43,Percentage of total population aged less than 60,:,
2017,EL43,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,EL43,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,ES,Percentage,:,
2017,ES,Percentage of total population aged less than 60,12.8,
2017,ES,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,ES,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,ES1,Percentage,:,
2017,ES1,Percentage of total population aged less than 60,11.5,
2017,ES1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,ES1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,ES11,Percentage,:,
2017,ES11,Percentage of total population aged less than 60,12,
2017,ES11,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,ES11,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,ES12,Percentage,:,
2017,ES12,Percentage of total population aged less than 60,11.5,
2017,ES12,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,ES12,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,ES13,Percentage,:,
2017,ES13,Percentage of total population aged less than 60,9.3,
2017,ES13,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,ES13,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,ES2,Percentage,:,
2017,ES2,Percentage of total population aged less than 60,7.1,
2017,ES2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,ES2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2017,ES21,Percentage,:,
2017,ES21,Percentage of total population aged less than 60,7.7,
2017,ES21,Percentage of total population - upper boundary of the 95% confidence interval,:,
2017,ES21,Percentage of total population - lower boundary of the 95% confidence interval,:,
